LINCMD1,,0,0,0,,,0,,0
LINC01081,,0,0,0,,,0,,0
GAS5,,1,1,1,,,1,,0
LINC00856,,0,0,0,,,0,,0
TP73-AS1,,0,0,0,,,0,,0
PTCSC3,,0,0,0,,,0,,0
SERTAD4-AS1,,0,0,0,,,0,,0
JAZF1-AS1,,0,0,0,,,0,,0
LINC00467,,0,0,0,,,0,,0
GABPB1-AS1,,0,0,0,,,0,,0
MIR17HG,,1,0,0,,,1,,1
PANDAR,,0,1,0,,,1,,0
AFAP1-AS1,,1,1,0,,,1,,0
LINC00474,,0,0,0,,,0,,0
DBH-AS1,,0,0,0,,,1,,0
DBET,,0,0,0,,,0,,0
DISC1FP1,,0,0,0,,,0,,0
C5orf66-AS2,,1,0,0,,,0,,0
LINC00922,,0,0,0,,,0,,0
MIR503HG,,0,0,0,,,0,,0
VLDLR-AS1,,0,0,0,,,0,,0
LINC01235,,0,0,0,,,0,,0
EPB41L4A-AS1,,0,0,0,,,0,,0
DANCR,,0,0,1,,,1,,0
TUSC8,,0,0,0,,,0,,0
CASC16,,0,1,0,,,0,,0
MESTIT1,,0,0,0,,,0,,0
OIP5-AS1,,0,0,0,,,0,,0
HCCAT5,,0,0,0,,,1,,0
HELLPAR,,0,0,0,,,0,,0
MIR22HG,,0,0,0,,,0,,0
CASC2,,0,0,0,,,0,,0
GHRLOS,,0,0,0,,,0,,0
EGOT,,0,1,1,,,0,,0
CYTOR,,0,0,0,,,1,,0
HCP5,,0,0,0,,,1,,0
LINC00654,,0,0,0,,,0,,0
NBAT1,,0,1,0,,,0,,0
LINC01184,,0,0,0,,,0,,0
PWRN1,,0,0,0,,,0,,0
MIAT,,0,0,0,,,0,,0
LINC00336,,0,0,0,,,0,,0
CASC15,,0,0,0,,,0,,0
EWSAT1,,0,0,0,,,0,,0
TUG1,,1,0,1,,,1,,1
KCNQ1OT1,,0,1,1,,,1,,0
GNAS-AS1,,0,0,0,,,0,,0
LINC00315,,0,0,0,,,0,,0
LINC00974,,0,0,0,,,1,,0
LINC00575,,0,0,0,,,0,,0
TSIX,,0,0,0,,,0,,0
LINC00583,,0,1,0,,,0,,0
LINC00261,,0,0,0,,,0,,0
LSINCT5,,1,1,0,,,0,,0
MCHR2-AS1,,0,0,0,,,0,,0
MEG8,,0,0,0,,,0,,0
CCDC26,,0,0,0,,,0,,0
LINC00479,,0,0,0,,,0,,0
PWAR5,,0,0,0,,,0,,0
ZFAS1,,0,1,0,,,1,,0
TEX41,,0,0,0,,,0,,0
HNF1A-AS1,,1,0,0,,,1,,0
DSCR9,,0,0,0,,,0,,0
LINC00319,,0,0,0,,,0,,0
MIF-AS1,,0,0,0,,,0,,0
LINC01588,,0,0,0,,,0,,0
H19,,1,1,1,,,1,,0
CARMN,,0,0,0,,,0,,0
LINC00663,,0,0,0,,,0,,0
MIR7-3HG,,0,0,0,,,1,,0
KIRREL3-AS3,,1,0,0,,,0,,0
LINC01556,,0,0,0,,,0,,0
MEG3,,1,1,1,,,1,,1
TTTY4,,0,0,0,,,0,,0
NEAT1,,1,1,1,,,1,,0
CAHM,,0,0,0,,,0,,0
HLA-F-AS1,,0,0,0,,,0,,0
NPSR1-AS1,,0,0,0,,,0,,0
FALEC,,0,0,0,,,0,,0
MIR155HG,,0,0,0,,,0,,0
FMR1-AS1,,0,0,0,,,0,,0
ERICH1-AS1,,1,0,0,,,0,,0
TINCR,,0,0,0,,,0,,0
SCHLAP1,,0,0,1,,,0,,0
BLACAT1,,0,0,0,,,0,,0
GPR1-AS,,0,0,0,,,0,,0
LRRC3DN,,0,0,0,,,0,,0
LINC00687,,0,0,0,,,1,,0
LINC00273,,0,0,0,,,0,,0
FAM30A,,0,0,0,,,0,,0
LINC00942,,0,0,0,,,0,,0
MIR99AHG,,0,0,0,,,0,,0
NCRUPAR,,0,0,0,,,0,,0
LINC00629,,0,0,0,,,0,,0
NUP50-AS1,,0,0,0,,,0,,0
HCG4,,0,0,0,,,0,,1
LINC01602,,0,0,0,,,0,,0
ZEB1-AS1,,0,0,0,,,1,,0
RAD51-AS1,,0,0,0,,,0,,0
LINC01133,,1,0,0,,,0,,0
LINC01024,,0,0,0,,,0,,0
HAS2-AS1,,0,0,0,,,0,,0
LINC00299,,0,0,0,,,0,,0
HAND2-AS1,,0,0,0,,,0,,0
XIST,,1,1,0,,,1,,0
NALT1,,0,0,0,,,0,,0
SAMMSON,,0,0,0,,,0,,0
DLEU2,,0,0,0,,,0,,0
HCG27,,0,0,0,,,0,,0
HAR1A,,0,0,0,,,0,,0
LINC00511,,0,0,0,,,0,,0
BCYRN1,,1,1,0,,,0,,0
LINC00472,,0,1,0,,,0,,0
PCGEM1,,0,0,1,,,0,,0
IL12A-AS1,,0,0,0,,,0,,0
ATXN8OS,,0,0,0,,,0,,0
PTCSC2,,0,0,0,,,0,,0
OLMALINC,,0,0,0,,,0,,0
DIO3OS,,0,0,0,,,0,,0
DISC2,,0,0,0,,,0,,0
MIR137HG,,0,0,0,,,0,,0
APTR,,0,0,0,,,0,,0
TDRG1,,0,0,0,,,0,,0
LINC00032,,0,0,0,,,0,,0
HOTAIR,,1,1,1,,,1,,1
LINC00293,,0,0,0,,,0,,0
LINC01628,,1,0,0,,,0,,0
GHET1,,0,0,0,,,0,,0
LUCAT1,,0,0,0,,,0,,0
LINC00961,,0,0,0,,,0,,0
DAOA-AS1,,0,0,0,,,0,,0
NRON,,0,0,0,,,0,,0
LINC-PINT,,0,1,0,,,0,,0
PICSAR,,0,0,0,,,0,,0
COL18A1-AS1,,0,0,0,,,0,,0
BCAR4,,0,1,0,,,0,,0
FENDRR,,0,0,0,,,0,,0
PCAT5,,0,0,1,,,0,,0
HOXA11-AS,,0,0,0,,,0,,0
LINC00473,,1,0,0,,,0,,0
CRNDE,,0,0,0,,,0,,0
LINC00312,,0,0,0,,,0,,0
RMST,,0,0,0,,,0,,0
MALAT1,,1,1,1,,,1,,1
ADORA2A-AS1,,0,0,0,,,0,,0
CDKN2B-AS1,,1,1,1,,,1,,0
CDKN2A-AS1,,0,0,0,,,0,,0
SNHG4,,0,0,0,,,0,,0
CCAT1,,1,1,0,,,1,,0
PCAT4,,0,0,0,,,0,,0
TTTY15,,0,0,1,,,0,,0
MIR124-2HG,,1,1,0,,,0,,0
COPG2IT1,,0,0,0,,,0,,0
NPTN-IT1,,1,0,0,,,1,,0
IGF2-AS,,0,0,1,,,1,,0
PCAT1,,0,0,1,,,1,,0
IL10RB-AS1,,0,0,0,,,0,,0
LMCD1-AS1,,0,0,0,,,0,,0
WT1-AS,,0,0,0,,,1,,0
GACAT2,,1,0,0,,,0,,0
CDR1-AS,,0,0,0,,,0,,0
NCAM1-AS1,,0,0,0,,,0,,0
PEG3-AS1,,0,0,0,,,0,,0
MIR181A1HG,,0,0,0,,,0,,0
C5orf66-AS1,,0,0,0,,,0,,0
TARID,,0,0,0,,,0,,0
MINCR,,0,0,0,,,0,,0
PVT1,,1,1,1,,,1,,0
LINC00477,,0,0,0,,,0,,0
GSTT1-AS1,,0,0,0,,,0,,0
CCAT2,,1,1,0,,,1,,0
HOTTIP,,0,1,1,,,1,,1
PRINS,,0,0,1,,,0,,0
MIR4435-2HG,,0,0,0,,,0,,0
LINC00963,,0,0,1,,,0,,0
PSMB8-AS1,,0,0,0,,,0,,0
MIR100HG,,0,0,0,,,0,,0
C1QTNF9B-AS1,,0,0,1,,,0,,0
HOTAIRM1,,0,0,0,,,0,,0
THRIL,,0,0,0,,,0,,0
SNHG12,,0,0,0,,,0,,0
PARTICL,,0,0,0,,,0,,0
KCTD21-AS1,,0,0,0,,,0,,0
PRNCR1,,0,0,1,,,0,,0
CBR3-AS1,,0,0,0,,,0,,0
UCA1,,1,1,1,,,1,,1
XACT,,0,0,0,,,0,,0
LINC01426,,0,0,0,,,0,,0
GATA3-AS1,,0,0,0,,,0,,0
LINC00675,,0,1,0,,,0,,0
GNG12-AS1,,0,0,0,,,0,,0
